Source URI	Relationship	Target URI
https://usaybia.net/person/1628	high official under	https://usaybia.net/person/1702
https://usaybia.net/person/1629	uncle of	https://usaybia.net/person/1976
https://usaybia.net/person/1633	grandson of	https://usaybia.net/person/806
https://usaybia.net/person/1638	disciple of	https://usaybia.net/person/916
https://usaybia.net/person/1643	father of	https://usaybia.net/person/763
https://usaybia.net/person/1645	father of	https://usaybia.net/person/883
https://usaybia.net/person/1646	son of	https://usaybia.net/person/2292
https://usaybia.net/person/1649	brother of	https://usaybia.net/person/1947
https://usaybia.net/person/1662	under	https://usaybia.net/person/1692
https://usaybia.net/person/1663	servant of	https://usaybia.net/person/1692
https://usaybia.net/person/1671	secretary to	https://usaybia.net/person/1702
https://usaybia.net/person/1674	in service of	https://usaybia.net/person/1653
https://usaybia.net/person/1675	physician of	https://usaybia.net/person/1199
https://usaybia.net/person/1677	pupil of	https://usaybia.net/person/899
https://usaybia.net/person/1679	vizier under	https://usaybia.net/person/43
https://usaybia.net/person/1711	brother of	https://usaybia.net/person/1595
https://usaybia.net/person/1713	father of	https://usaybia.net/person/1086
https://usaybia.net/person/1717	physician serving	https://usaybia.net/person/1981
https://usaybia.net/person/1718	chamberlain of	https://usaybia.net/person/814
https://usaybia.net/person/1720	servant of	https://usaybia.net/person/565
https://usaybia.net/person/1722	opponent of	https://usaybia.net/person/1599
https://usaybia.net/person/1724	servant of	https://usaybia.net/person/1380
https://usaybia.net/person/1725	son of	https://usaybia.net/person/2160
https://usaybia.net/person/1726	pupil of	https://usaybia.net/person/1717
https://usaybia.net/person/1729	son of	https://usaybia.net/person/2244
https://usaybia.net/person/1732	father of	https://usaybia.net/person/1981
https://usaybia.net/person/1734	son of	https://usaybia.net/person/2051
https://usaybia.net/person/1735	teacher of	https://usaybia.net/person/1086
https://usaybia.net/person/1736	student of	https://usaybia.net/person/1362
https://usaybia.net/person/1743	theologian of	https://usaybia.net/person/1704
https://usaybia.net/person/1744	servant of	https://usaybia.net/person/437
https://usaybia.net/person/1751	household of	https://usaybia.net/person/1494
https://usaybia.net/person/1753	companion to	https://usaybia.net/person/1493
https://usaybia.net/person/1757	grandfather of	https://usaybia.net/person/952
https://usaybia.net/person/1758	practised during	https://usaybia.net/person/1144
https://usaybia.net/person/1762	ancestor of	https://usaybia.net/person/886
https://usaybia.net/person/1768	commander under	https://usaybia.net/person/456
https://usaybia.net/person/1771	father of	https://usaybia.net/person/565
https://usaybia.net/person/1779	son of	https://usaybia.net/person/2433
https://usaybia.net/person/1790	belonging to	https://usaybia.net/person/565
https://usaybia.net/person/1791	physician to	https://usaybia.net/person/1348
https://usaybia.net/person/1795	dedicatee of	https://usaybia.net/person/786
https://usaybia.net/person/1799	dedicatee of	https://usaybia.net/person/786
https://usaybia.net/person/1802	pupil of	https://usaybia.net/person/799
https://usaybia.net/person/1803	teacher of	https://usaybia.net/person/786
https://usaybia.net/person/1812	friend of	https://usaybia.net/person/2125
https://usaybia.net/person/1813	father of	https://usaybia.net/person/1845
https://usaybia.net/person/1814	mother of	https://usaybia.net/person/565
https://usaybia.net/person/1816	pupil of	https://usaybia.net/person/1830
https://usaybia.net/person/1817	teacher of	https://usaybia.net/person/1855
https://usaybia.net/person/1822	half-brother of	https://usaybia.net/person/456
https://usaybia.net/person/1823	belonging to	https://usaybia.net/person/565
https://usaybia.net/person/1827	father of	https://usaybia.net/person/2414
https://usaybia.net/person/1828	dedicatee of	https://usaybia.net/person/786
https://usaybia.net/person/1835	son of	https://usaybia.net/person/2411
https://usaybia.net/person/1837	disciple of	https://usaybia.net/person/886
https://usaybia.net/person/1839	son-in-law of	https://usaybia.net/person/886
https://usaybia.net/person/1845	mother of	https://usaybia.net/person/886
https://usaybia.net/person/1854	sister of	https://usaybia.net/person/2214
https://usaybia.net/person/1855	opposition of 	https://usaybia.net/person/685
https://usaybia.net/person/1857	mother of	https://usaybia.net/person/1855
https://usaybia.net/person/1858	niece of	https://usaybia.net/person/872
https://usaybia.net/person/1859	mother of	https://usaybia.net/person/1705
https://usaybia.net/person/1860	`kātib` to	https://usaybia.net/person/1981
https://usaybia.net/person/1863	qadi of	https://usaybia.net/person/1653
https://usaybia.net/person/1866	servant of	https://usaybia.net/person/1139
https://usaybia.net/person/1867	concubine of	https://usaybia.net/person/2326
https://usaybia.net/person/1868	under	https://usaybia.net/person/1692
https://usaybia.net/person/1870	associate of	https://usaybia.net/person/899
https://usaybia.net/person/1871	Mamlūk of	https://usaybia.net/person/1687
https://usaybia.net/person/1873	contemporary of	https://usaybia.net/person/1599
https://usaybia.net/person/1886	sister of	https://usaybia.net/person/1722
https://usaybia.net/person/1888	cousin of	https://usaybia.net/person/1599
https://usaybia.net/person/1891	father of	https://usaybia.net/person/1221
https://usaybia.net/person/1892	chamberlain to	https://usaybia.net/person/1502
https://usaybia.net/person/1894	under	https://usaybia.net/person/841
https://usaybia.net/person/1904	student of	https://usaybia.net/person/32
https://usaybia.net/person/1908	under	https://usaybia.net/person/2015
https://usaybia.net/person/1910	uncle of	https://usaybia.net/person/32
https://usaybia.net/person/1914	student of	https://usaybia.net/person/32
https://usaybia.net/person/1915	servant of	https://usaybia.net/person/1013
https://usaybia.net/person/1918	regent of	https://usaybia.net/person/623
https://usaybia.net/person/1920	son of	https://usaybia.net/person/762
https://usaybia.net/person/1921	son of	https://usaybia.net/person/762
https://usaybia.net/person/1925	teacher of	https://usaybia.net/person/145
https://usaybia.net/person/1928	brother of	https://usaybia.net/person/762
https://usaybia.net/person/1931	son of	https://usaybia.net/person/1213
https://usaybia.net/person/1938	Companion of	https://usaybia.net/person/1599
https://usaybia.net/person/1939	Companion of	https://usaybia.net/person/1599
https://usaybia.net/person/1940	Companion of	https://usaybia.net/person/1599
https://usaybia.net/person/1941	vizier of	https://usaybia.net/person/1624
https://usaybia.net/person/1945	father of	https://usaybia.net/person/926
https://usaybia.net/person/1946	son of	https://usaybia.net/person/1716
https://usaybia.net/person/1948	son-in-law of	https://usaybia.net/person/795
https://usaybia.net/person/1952	vizier of	https://usaybia.net/person/1459
https://usaybia.net/person/1959	grandfather of	https://usaybia.net/person/2181
https://usaybia.net/person/1961	son of	https://usaybia.net/person/141
https://usaybia.net/person/1963	contemporary with	https://usaybia.net/person/1136
https://usaybia.net/person/1966	contemporary of	https://usaybia.net/person/1021
https://usaybia.net/person/1967	son of	https://usaybia.net/person/795
https://usaybia.net/person/1970	under	https://usaybia.net/person/841
https://usaybia.net/person/1973	chamberlain of	https://usaybia.net/person/1702
https://usaybia.net/person/1975	service of	https://usaybia.net/person/437
https://usaybia.net/person/1976	source for	https://usaybia.net/person/1016
https://usaybia.net/person/1979	brother of	https://usaybia.net/person/1386
https://usaybia.net/person/1984	physician in	https://usaybia.net/person/841
https://usaybia.net/person/1985	son of	https://usaybia.net/person/841
https://usaybia.net/person/1986	patient of	https://usaybia.net/person/1531
https://usaybia.net/person/1988	`mawlā` of	https://usaybia.net/person/841
https://usaybia.net/person/1991	intellectual under	https://usaybia.net/person/1497
https://usaybia.net/person/1993	physician of	https://usaybia.net/person/1700
https://usaybia.net/person/1995	steward of	https://usaybia.net/person/2292
https://usaybia.net/person/2012	teacher of	https://usaybia.net/person/786
https://usaybia.net/person/2013	servant of	https://usaybia.net/person/1700
https://usaybia.net/person/2017	under	https://usaybia.net/person/1494
https://usaybia.net/person/2020	brother of	https://usaybia.net/person/1981
https://usaybia.net/person/2025	predecessor of	https://usaybia.net/person/786
https://usaybia.net/person/2027	pupil of	https://usaybia.net/person/1830
https://usaybia.net/person/2028	pupil of	https://usaybia.net/person/1353
https://usaybia.net/person/2036	student of	https://usaybia.net/person/275
https://usaybia.net/person/2040	mother of	https://usaybia.net/person/1667
https://usaybia.net/person/2052	student of	https://usaybia.net/person/762
https://usaybia.net/person/2053	under	https://usaybia.net/person/1479
https://usaybia.net/person/2055	Son of	https://usaybia.net/person/1451
https://usaybia.net/person/2056	working for	https://usaybia.net/person/926
https://usaybia.net/person/2058	son of	https://usaybia.net/person/2041
https://usaybia.net/person/2060	son of	https://usaybia.net/person/762
https://usaybia.net/person/2061	under	https://usaybia.net/person/1451
https://usaybia.net/person/2066	student of	https://usaybia.net/person/1362
https://usaybia.net/person/2068	father of	https://usaybia.net/person/663
https://usaybia.net/person/2069	son of	https://usaybia.net/person/32
https://usaybia.net/person/2070	teacher of	https://usaybia.net/person/1053
https://usaybia.net/person/2085	halfbrother of	https://usaybia.net/person/1735
https://usaybia.net/person/2088	disciple of	https://usaybia.net/person/762
https://usaybia.net/person/2090	mother of	https://usaybia.net/person/1199
https://usaybia.net/person/2098	mother of	https://usaybia.net/person/1702
https://usaybia.net/person/2101	under	https://usaybia.net/person/1451
https://usaybia.net/person/2105	sister of	https://usaybia.net/person/622
https://usaybia.net/person/2107	disciple of	https://usaybia.net/person/886
https://usaybia.net/person/2108	contemporary of	https://usaybia.net/person/926
https://usaybia.net/person/2109	servant of	https://usaybia.net/person/1700
https://usaybia.net/person/2112	friend of	https://usaybia.net/person/2125
https://usaybia.net/person/2116	son of	https://usaybia.net/person/2196
https://usaybia.net/person/2117	astrologer to	https://usaybia.net/person/1497
https://usaybia.net/person/2121	servant of	https://usaybia.net/person/1702
https://usaybia.net/person/2124	sister of	https://usaybia.net/person/2382
https://usaybia.net/person/2129	father of	https://usaybia.net/person/2125
https://usaybia.net/person/2132	ancestor of	https://usaybia.net/person/886
https://usaybia.net/person/2133	admirer of	https://usaybia.net/person/565
https://usaybia.net/person/2141	pupil of	https://usaybia.net/person/916
https://usaybia.net/person/2142	son of	https://usaybia.net/person/2143
https://usaybia.net/person/2143	son of	https://usaybia.net/person/2144
https://usaybia.net/person/2144	son of	https://usaybia.net/person/2141
https://usaybia.net/person/2145	under	https://usaybia.net/person/1451
https://usaybia.net/person/2146	son of	https://usaybia.net/person/698
https://usaybia.net/person/2147	`mawlā` of	https://usaybia.net/person/841
https://usaybia.net/person/2149	under	https://usaybia.net/person/1646
https://usaybia.net/person/2152	physician accompanying	https://usaybia.net/person/148
https://usaybia.net/person/2157	vizier of	https://usaybia.net/person/1646
https://usaybia.net/person/2158	eunuch of	https://usaybia.net/person/2382
https://usaybia.net/person/2160	mother of	https://usaybia.net/person/2376
https://usaybia.net/person/2162	servant of	https://usaybia.net/person/1692
https://usaybia.net/person/2164	associate of	https://usaybia.net/person/1700
https://usaybia.net/person/2169	favoured by	https://usaybia.net/person/793
https://usaybia.net/person/2170	associate of	https://usaybia.net/person/2026
https://usaybia.net/person/2171	under	https://usaybia.net/person/1497
https://usaybia.net/person/2176	teacher of	https://usaybia.net/person/926
https://usaybia.net/person/2177	eunuch (`khādim`) at the court of	https://usaybia.net/person/1755
https://usaybia.net/person/2178	general of	https://usaybia.net/person/1994
https://usaybia.net/person/2179	held power during	https://usaybia.net/person/760
https://usaybia.net/person/2180	opponent of	https://usaybia.net/person/465
https://usaybia.net/person/2185	physician of	https://usaybia.net/person/1667
https://usaybia.net/person/2190	father of	https://usaybia.net/person/151
https://usaybia.net/person/2191	father-in-law of	https://usaybia.net/person/2326
https://usaybia.net/person/2193	dedicatee of	https://usaybia.net/person/786
https://usaybia.net/person/2208	brother of	https://usaybia.net/person/1563
https://usaybia.net/person/2211	ancestor of	https://usaybia.net/person/886
https://usaybia.net/person/2215	time of	https://usaybia.net/person/1702
https://usaybia.net/person/2219	successor to	https://usaybia.net/person/565
https://usaybia.net/person/2221	eldest son of	https://usaybia.net/person/886
https://usaybia.net/person/2223	contemporary of	https://usaybia.net/person/899
https://usaybia.net/person/2224	dedicatee of	https://usaybia.net/person/786
https://usaybia.net/person/2226	brother-in-law of	https://usaybia.net/person/35
https://usaybia.net/person/2229	disciple of	https://usaybia.net/person/1829
https://usaybia.net/person/2232	commentator on 	https://usaybia.net/person/887
https://usaybia.net/person/2233	friend of	https://usaybia.net/person/565
https://usaybia.net/person/2234	disciple of	https://usaybia.net/person/886
https://usaybia.net/person/2235	teacher of	https://usaybia.net/person/2125
https://usaybia.net/person/2243	father of	https://usaybia.net/person/2405
https://usaybia.net/person/2246	disciple of	https://usaybia.net/person/886
https://usaybia.net/person/2249	slave belonging to	https://usaybia.net/person/565
https://usaybia.net/person/2250	brother of	https://usaybia.net/person/1855
https://usaybia.net/person/2252	source for	https://usaybia.net/person/926
https://usaybia.net/person/2255	vizier to	https://usaybia.net/person/1702
https://usaybia.net/person/2257	servant of	https://usaybia.net/person/1070
https://usaybia.net/person/2263	contemporary of	https://usaybia.net/person/1013
https://usaybia.net/person/2264	pupil of	https://usaybia.net/person/1596
https://usaybia.net/person/2265	companion of	https://usaybia.net/person/1975
https://usaybia.net/person/2267	concubine of	https://usaybia.net/person/1436
https://usaybia.net/person/2268	daughter of	https://usaybia.net/person/806
https://usaybia.net/person/2269	daughter of	https://usaybia.net/person/806
https://usaybia.net/person/2270	daughter of	https://usaybia.net/person/793
https://usaybia.net/person/2271	adversary of	https://usaybia.net/person/1599
https://usaybia.net/person/2274	circle of	https://usaybia.net/person/1408
https://usaybia.net/person/2275	successor to	https://usaybia.net/person/2261
https://usaybia.net/person/2276	son of	https://usaybia.net/person/2226
https://usaybia.net/person/2286	sister of	https://usaybia.net/person/2226
https://usaybia.net/person/2290	commander under	https://usaybia.net/person/1700
https://usaybia.net/person/2297	physician of	https://usaybia.net/person/1692
https://usaybia.net/person/2304	continuator of	https://usaybia.net/person/1965
https://usaybia.net/person/2306	teacher of	https://usaybia.net/person/145
https://usaybia.net/person/2307	servant of	https://usaybia.net/person/806
https://usaybia.net/person/2310	physician in the service of	https://usaybia.net/person/1653
https://usaybia.net/person/2321	physician to	https://usaybia.net/person/1497
https://usaybia.net/person/2322	friend of	https://usaybia.net/person/756
https://usaybia.net/person/2323	collaborator of	https://usaybia.net/person/899
https://usaybia.net/person/2325	philosopher during	https://usaybia.net/person/1667
https://usaybia.net/person/2327	son of	https://usaybia.net/person/1955
https://usaybia.net/person/2332	physician in the time of	https://usaybia.net/person/1658
https://usaybia.net/person/2333	physician accompanying	https://usaybia.net/person/148
https://usaybia.net/person/2337	`mawlā` of	https://usaybia.net/person/1199
https://usaybia.net/person/2339	physician accompanying	https://usaybia.net/person/148
https://usaybia.net/person/2340	student of	https://usaybia.net/person/1919
https://usaybia.net/person/2343	physician under	https://usaybia.net/person/1658
https://usaybia.net/person/2344	alchemist associate of	https://usaybia.net/person/1497
https://usaybia.net/person/2349	physician of	https://usaybia.net/person/939
https://usaybia.net/person/2350	physician of	https://usaybia.net/person/1756
https://usaybia.net/person/2353	contemporary of	https://usaybia.net/person/1136
https://usaybia.net/person/2355	on campaign with	https://usaybia.net/person/411
https://usaybia.net/person/2359	majordomo to	https://usaybia.net/person/1708
https://usaybia.net/person/2362	pupil of	https://usaybia.net/person/1408
https://usaybia.net/person/2365	`mawlā` of	https://usaybia.net/person/1598
https://usaybia.net/person/2368	disciple of	https://usaybia.net/person/762
https://usaybia.net/person/2370	pupil of	https://usaybia.net/person/142
https://usaybia.net/person/2375	Companion of	https://usaybia.net/person/1599
https://usaybia.net/person/2378	wife of	https://usaybia.net/person/841
https://usaybia.net/person/2379	fought on the side of	https://usaybia.net/person/440
https://usaybia.net/person/2393	contemporary of	https://usaybia.net/person/926
https://usaybia.net/person/2397	quoted by	https://usaybia.net/person/1070
https://usaybia.net/person/2382	brother of	https://usaybia.net/person/261
https://usaybia.net/person/2401	contemporary of	https://usaybia.net/person/926
https://usaybia.net/person/2406	grandfather of	https://usaybia.net/person/1986
https://usaybia.net/person/2414	mother of	https://usaybia.net/person/2411
https://usaybia.net/person/2419	mentioned with	https://usaybia.net/person/1520
https://usaybia.net/person/2421	identified with	https://usaybia.net/person/1213
https://usaybia.net/person/2423	family of	https://usaybia.net/person/1141
https://usaybia.net/person/2427	subject of a love epigram by	https://usaybia.net/person/731
https://usaybia.net/person/2428	conflation of	https://usaybia.net/person/2385
https://usaybia.net/person/2389	theologian of	https://usaybia.net/person/1704
https://usaybia.net/person/2390	physician in service of	https://usaybia.net/person/1405
https://usaybia.net/person/2440	sister of	https://usaybia.net/person/841
https://usaybia.net/person/2441	brother-in-law of	https://usaybia.net/person/1967
https://usaybia.net/person/2439	father of	https://usaybia.net/person/1040
https://usaybia.net/person/4	nephew of	https://usaybia.net/person/806
https://usaybia.net/person/7	sister of	https://usaybia.net/person/841
https://usaybia.net/person/15	uncle of 	https://usaybia.net/person/1502
https://usaybia.net/person/95	vizier of	https://usaybia.net/person/1707
https://usaybia.net/person/105	 attributed to	https://usaybia.net/person/605
https://usaybia.net/person/136	probably son of	https://usaybia.net/person/828
https://usaybia.net/person/143	under	https://usaybia.net/person/815
https://usaybia.net/person/167	serving under	https://usaybia.net/person/1454
https://usaybia.net/person/244	vizier to	https://usaybia.net/person/1864
https://usaybia.net/person/274	informant of	https://usaybia.net/person/926
https://usaybia.net/person/318	vizier of	https://usaybia.net/person/1667
https://usaybia.net/person/335	associate of	https://usaybia.net/person/1502
https://usaybia.net/person/386	courtier of	https://usaybia.net/person/495
https://usaybia.net/person/411	general of	https://usaybia.net/person/1700
https://usaybia.net/person/473	and	https://usaybia.net/person/841
https://usaybia.net/person/483	patron of	https://usaybia.net/person/899
https://usaybia.net/person/520	under	https://usaybia.net/person/2292
https://usaybia.net/person/525	fosterfather of	https://usaybia.net/person/1855
https://usaybia.net/person/544	purchaser of the works of	https://usaybia.net/person/565
https://usaybia.net/person/576	claiming descent from or adherence to	https://usaybia.net/person/2411
https://usaybia.net/person/585	great-grandfather of	https://usaybia.net/person/448
https://usaybia.net/person/592	under	https://usaybia.net/person/841
https://usaybia.net/person/602	rebel against	https://usaybia.net/person/1700
https://usaybia.net/person/648	under	https://usaybia.net/person/1700
https://usaybia.net/person/658	physician to	https://usaybia.net/person/1897
https://usaybia.net/person/669	son of	https://usaybia.net/person/686
https://usaybia.net/person/682	ancestor of	https://usaybia.net/person/886
https://usaybia.net/person/689	in the reign of	https://usaybia.net/person/841
https://usaybia.net/person/692	brother-in-law of	https://usaybia.net/person/1967
https://usaybia.net/person/702	courtier of	https://usaybia.net/person/806
https://usaybia.net/person/745	pupil of	https://usaybia.net/person/565
https://usaybia.net/person/757	vizier of	https://usaybia.net/person/495
https://usaybia.net/person/789	identified with	https://usaybia.net/person/398
https://usaybia.net/person/796	under	https://usaybia.net/person/1497
https://usaybia.net/person/801	commentator on	https://usaybia.net/person/886
https://usaybia.net/person/811	loyal to	https://usaybia.net/person/2285
https://usaybia.net/person/817	courtier of	https://usaybia.net/person/1700
https://usaybia.net/person/822	under	https://usaybia.net/person/815
https://usaybia.net/person/856	under	https://usaybia.net/person/1497
https://usaybia.net/person/872	teacher of	https://usaybia.net/person/453
https://usaybia.net/person/979	enemy of	https://usaybia.net/person/997
https://usaybia.net/person/993	companion of	https://usaybia.net/person/1700
https://usaybia.net/person/1002	vizier to	https://usaybia.net/person/1687
https://usaybia.net/person/1021	time of	https://usaybia.net/person/2295
https://usaybia.net/person/1028	teacher of	https://usaybia.net/person/1000
https://usaybia.net/person/1055	under	https://usaybia.net/person/1702
https://usaybia.net/person/1070	teacher of	https://usaybia.net/person/1594
https://usaybia.net/person/1081	under	https://usaybia.net/person/1700
https://usaybia.net/person/1092	follower then critic of	https://usaybia.net/person/1599
https://usaybia.net/person/1120	on	https://usaybia.net/person/1139
https://usaybia.net/person/1154	physician to	https://usaybia.net/person/1579
https://usaybia.net/person/1178	physician to	https://usaybia.net/person/1502
https://usaybia.net/person/1183	disciple of	https://usaybia.net/person/765
https://usaybia.net/person/1189	physician under	https://usaybia.net/person/1705
https://usaybia.net/person/1204	cousin of	https://usaybia.net/person/1502
https://usaybia.net/person/1215	student of	https://usaybia.net/person/1093
https://usaybia.net/person/1216	shaykh of	https://usaybia.net/person/930
https://usaybia.net/person/1217	student of	https://usaybia.net/person/1125
https://usaybia.net/person/1237	physician to	https://usaybia.net/person/1696
https://usaybia.net/person/1244	commander under	https://usaybia.net/person/841
https://usaybia.net/person/1248	nephew of	https://usaybia.net/person/1502
https://usaybia.net/person/1251	physician to	https://usaybia.net/person/1502
https://usaybia.net/person/1266	son of	https://usaybia.net/person/489
https://usaybia.net/person/1268	under	https://usaybia.net/person/1436
https://usaybia.net/person/1271	governor under	https://usaybia.net/person/495
https://usaybia.net/person/1334	wife of	https://usaybia.net/person/1070
https://usaybia.net/person/1367	state secretary of	https://usaybia.net/person/1981
https://usaybia.net/person/1371	brother of	https://usaybia.net/person/1957
https://usaybia.net/person/1411	commentatora of	https://usaybia.net/person/886
https://usaybia.net/person/1451	successor of	https://usaybia.net/person/1981
https://usaybia.net/person/1464	son of	https://usaybia.net/person/1981
https://usaybia.net/person/1514	teacher of	https://usaybia.net/person/1947
https://usaybia.net/person/1524	mother of	https://usaybia.net/person/1354
https://usaybia.net/person/1567	brother of	https://usaybia.net/person/2326
https://usaybia.net/person/1575	father of	https://usaybia.net/person/1856
https://usaybia.net/person/1580	ancestor of	https://usaybia.net/person/1408
https://usaybia.net/person/1585	under	https://usaybia.net/person/1652
https://usaybia.net/person/1594	teacher of	https://usaybia.net/person/1074
https://usaybia.net/person/1604	secretary to	https://usaybia.net/person/1502
https://usaybia.net/person/1609	in the caliphate of	https://usaybia.net/person/465
https://usaybia.net/person/1627	patron of	https://usaybia.net/person/899
https://usaybia.net/person/1629	source for	https://usaybia.net/person/1016
https://usaybia.net/person/1646	successor to	https://usaybia.net/person/2292
https://usaybia.net/person/1725	son of	https://usaybia.net/person/828
https://usaybia.net/person/1726	pupil of	https://usaybia.net/person/2078
https://usaybia.net/person/1745	on behalf of	https://usaybia.net/person/1755
https://usaybia.net/person/1813	grandfather of	https://usaybia.net/person/886
https://usaybia.net/person/1821	father of	https://usaybia.net/person/456
https://usaybia.net/person/1849	commentator on	https://usaybia.net/person/1841
https://usaybia.net/person/1858	wife of	https://usaybia.net/person/565
https://usaybia.net/person/1868	under	https://usaybia.net/person/1658
https://usaybia.net/person/1874	ancestor of	https://usaybia.net/person/1408
https://usaybia.net/person/1888	Companion of	https://usaybia.net/person/1599
https://usaybia.net/person/1972	vizier to	https://usaybia.net/person/1696
https://usaybia.net/person/1984	perhaps descendant of	https://usaybia.net/person/643
https://usaybia.net/person/1987	in the reign of	https://usaybia.net/person/1646
https://usaybia.net/person/1993	collaborator of	https://usaybia.net/person/899
https://usaybia.net/person/2003	patron of	https://usaybia.net/person/1885
https://usaybia.net/person/2028	served	https://usaybia.net/person/841
https://usaybia.net/person/2073	dedicatee of	https://usaybia.net/person/2000
https://usaybia.net/person/2092	uncle of	https://usaybia.net/person/1981
https://usaybia.net/person/2161	time of	https://usaybia.net/person/1506
https://usaybia.net/person/2190	claimed brother of	https://usaybia.net/person/1397
https://usaybia.net/person/2253	under	https://usaybia.net/person/841
https://usaybia.net/person/2268	wife of	https://usaybia.net/person/1497
https://usaybia.net/person/2286	wife of	https://usaybia.net/person/35
https://usaybia.net/person/2315	son of	https://usaybia.net/person/1094
https://usaybia.net/person/2318	time of	https://usaybia.net/person/1497
https://usaybia.net/person/2350	brother of	https://usaybia.net/person/733
https://usaybia.net/person/2376	under	https://usaybia.net/person/1579
https://usaybia.net/person/2428	contemporary of	https://usaybia.net/person/507
https://usaybia.net/person/2441	physician to	https://usaybia.net/person/1692
https://usaybia.net/person/4	nephew of	https://usaybia.net/person/841
https://usaybia.net/person/642	teacher of	https://usaybia.net/person/572
https://usaybia.net/person/692	physician to	https://usaybia.net/person/1692
https://usaybia.net/person/993	companion of	https://usaybia.net/person/1702
https://usaybia.net/person/1268	under	https://usaybia.net/person/841
https://usaybia.net/person/1581	ancestor of	https://usaybia.net/person/1408
https://usaybia.net/person/1849	commentator on	https://usaybia.net/person/565
https://usaybia.net/person/2190	wife of	https://usaybia.net/person/1436
https://usaybia.net/person/7	wife of	https://usaybia.net/person/1204
https://usaybia.net/person/1268	father of	https://usaybia.net/person/1408
https://usaybia.net/person/1506	mistakenly attributed dedicatee of book by	https://usaybia.net/person/1919
