URI,Name
https://usaybia.net/person/2335,Yūsuf ibn Aḥmad ibn Ḥasdāy, Abū Jaʿfar
https://usaybia.net/person/2335
https://usaybia.net/person/83,Abū ʿAbd Allāh Muḥammad ibn Nūr al-Dawlah Abū Shujāʿ al-Āmirī al-Maʾmūn
https://usaybia.net/person/83
https://usaybia.net/person/943,Ibn Bājjah, Abū Bakr Muḥammad ibn Yaḥyā ibn al-Ṣāʾigh
https://usaybia.net/person/1093,Ibn Riḍwān
https://usaybia.net/person/926,Ibn Abī Uṣaybiʿa

