URI,Name 
https://usaybia.net/person/961,Ibn Buṭlān 
https://usaybia.net/person/161,Abū l-Faraj ʿAbd Allāh ibn al-Ṭayyib 
https://usaybia.net/person/211,Abū l-Ḥasan Thābit ibn Ibrāhīm ibn Zahrūn al-Ḥarrānī 
https://usaybia.net/person/926,Ibn Abī Uṣaybiʿah 
https://usaybia.net/person/1093,Ibn Riḍwān 
https://usaybia.net/person/1093,ʿAlī ibn Riḍwān 
https://usaybia.net/person/1655,Muʿizz al-Dawlah Thimāl ibn Ṣāliḥ 

