URI,Name 
https://usaybia.net/person/1215,Ifrāʾīm ibn al-Zaffān 
https://usaybia.net/person/1093,Abū l-Ḥasan ʿAlī ibn Riḍwān 
https://usaybia.net/person/1057,Ibn Mulsāqah 
https://usaybia.net/person/1057 
https://usaybia.net/person/926,Ibn Abī Uṣaybiʿa 
https://usaybia.net/person/1945,Sadīd al-Dīn, father of Ibn Abī Uṣaybiʿa 
https://usaybia.net/person/408,al-Afḍal ibn Amīr al-Juyūsh 
https://usaybia.net/person/992,Naṣīr al-Dawlah Abū ʿAlī l-Ḥusayn ibn Abī ʿAlī al-Ḥasan ibn Ḥamdān 

