URI,Name
https://usaybia.net/person/1983,Abū l-Khayr Salāmah
https://usaybia.net/person/1215,Ifrāʾīm ibn al-Zaffān
https://usaybia.net/person/1589,al-Mubashshir ibn Fātik, Maḥmūd al-Dawlah Abū l-Wafāʾ
https://usaybia.net/person/346,Abū l-Ṣalt Umayyah ibn ʿAbd al-ʿAzīz ibn Abī l-Ṣalt al-Andalusī
https://usaybia.net/person/786,Galen
https://usaybia.net/person/1342,Jirjis

